,@timestamp,player_ID,player_role,motion_x,motion_y,motion_z,x,y,z,pitch,yaw,Room_in,num_victims,victim_0_id,victim_1_id,victim_2_id,victim_0_color,victim_1_color,victim_2_color,victim_0_dist,victim_1_dist,victim_2_dist,victim_0_loc,victim_1_loc,victim_2_loc,victim_0_in_FOV,victim_1_in_FOV,victim_2_in_FOV,victim_0_in_triage_pos,victim_1_in_triage_pos,victim_2_in_triage_pos,victim_in_crosshair_id,victim_in_cross_hair_color,event_triage_victim_id,triage_in_progress,triage_result
27,2020-06-10T19:07:00.008Z,Player173,Triager,0,0,0,38,29,32,39.3,6.150055,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
28,2020-06-10T19:07:00.520Z,Player173,Triager,0,0,0,38,29,32,39.3,6.150055,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
29,2020-06-10T19:07:01.035Z,Player173,Triager,0,0,0,38,29,32,39.3,6.150055,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
30,2020-06-10T19:07:01.545Z,Player173,Triager,0.056973289698362,0,-0.079737335443497,38,29,32,27.900003,305.55008,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
31,2020-06-10T19:07:02.054Z,Player173,Triager,0.648219891764256,0,-0.115005110426324,40,29,31,20.250008,306.0001,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
32,2020-06-10T19:07:02.564Z,Player173,Triager,0.091035178327275,0,0.019022843535765,42,29,31,19.65001,306.90005,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
33,2020-06-10T19:07:03.073Z,Player173,Triager,0.334154564967776,0,0.269406344279986,43,29,32,16.950014,309.3,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
34,2020-06-10T19:07:03.601Z,Player173,Triager,0.131133827511803,0,0.168739534998053,45,29,33,18.150015,329.4,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
35,2020-06-10T19:07:04.010Z,Player173,Triager,0.060669582664559,0,0.171293083694025,45,29,35,24.300013,344.25,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
36,2020-06-10T19:07:04.519Z,Player173,Triager,0.254386400853491,0,-0.259496851253289,46,29,35,15.750011,79.80002,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
37,2020-06-10T19:07:05.027Z,Player173,Triager,-0.316312421633938,0,-0.290137480879878,45,29,33,12.450011,82.35007,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
38,2020-06-10T19:07:05.537Z,Player173,Triager,-0.208434984339419,0,-0.069380536675993,43,29,32,14.10001,60.00003,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
39,2020-06-10T19:07:06.046Z,Player173,Triager,-0.068985590000466,0,0.055314961561607,42,29,32,18.300007,10.650055,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
40,2020-06-10T19:07:06.555Z,Player173,Triager,-0.110807059807485,0,0.099458026375857,41,29,32,21.150005,9.900085,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
41,2020-06-10T19:07:07.063Z,Player173,Triager,0,0,0,41,29,32,23.250004,7.9501038,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
42,2020-06-10T19:07:07.572Z,Player173,Triager,0,0,0,41,29,32,30.150003,353.25012,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
43,2020-06-10T19:07:08.082Z,Player173,Triager,0,0,0,41,29,32,30.150003,353.25012,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
44,2020-06-10T19:07:08.591Z,Player173,Triager,0,0,0,41,29,32,27.900005,342.45013,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
45,2020-06-10T19:07:09.100Z,Player173,Triager,0,0,0,41,29,32,14.550006,271.3502,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
46,2020-06-10T19:07:09.507Z,Player173,Triager,0.097934275865555,0,0.003588329069316,42,29,32,12.750007,272.1002,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
47,2020-06-10T19:07:10.015Z,Player173,Triager,0.146494866996363,0,0.183949494394739,43,29,32,19.950008,34.200256,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
48,2020-06-10T19:07:10.525Z,Player173,Triager,-0.338783524901373,0,-0.100806813294298,42,29,31,22.35001,22.500244,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
49,2020-06-10T19:07:11.035Z,Player173,Triager,-0.023136654870541,0,0.026826863301153,41,29,32,24.00001,348.75024,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
50,2020-06-10T19:07:11.544Z,Player173,Triager,0,0,0,41,29,32,24.15001,347.10025,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
51,2020-06-10T19:07:12.054Z,Player173,Triager,0,0,0,41,29,32,24.15001,347.10025,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
52,2020-06-10T19:07:12.565Z,Player173,Triager,0.367868172643739,0,-0.084276324968187,41,29,32,24.15001,347.10025,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
53,2020-06-10T19:07:13.074Z,Player173,Triager,0.417148775818532,0,-0.015527700662318,43,29,32,17.550009,299.85025,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
54,2020-06-10T19:07:13.583Z,Player173,Triager,0.427746872107946,0,-0.010895641954306,46,29,32,9.300011,264.30026,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
55,2020-06-10T19:07:14.093Z,Player173,Triager,0.394230346687436,0,-0.145406071737455,48,29,32,8.400011,254.10027,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
56,2020-06-10T19:07:14.500Z,Player173,Triager,0.033703935653193,0,-0.009478058953476,48,29,31,15.900008,266.2502,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
57,2020-06-10T19:07:15.010Z,Player173,Triager,0,0,0,48,29,31,15.900008,266.2502,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
58,2020-06-10T19:07:15.519Z,Player173,Triager,0.42939383381281,0,-0.011544782377229,49,29,31,17.25001,274.35022,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
59,2020-06-10T19:07:16.029Z,Player173,Triager,-0.427419569321046,0,0.022586664508623,49,29,31,16.950008,258.00018,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
60,2020-06-10T19:07:16.548Z,Player173,Triager,-0.339116564913184,0,-0.22891268466384,47,29,31,2.7000086,183.0002,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
61,2020-06-10T19:07:17.057Z,Player173,Triager,-0.242317216172978,0,0.305216778100231,46,29,31,27.000006,358.9502,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
62,2020-06-10T19:07:17.568Z,Player173,Triager,0.086802073703439,0,0.021445943027771,47,29,31,26.100006,224.55019,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
63,2020-06-10T19:07:18.082Z,Player173,Triager,-0.057253711270278,0,0.201708544614689,46,29,33,30.600008,12.450165,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
64,2020-06-10T19:07:18.591Z,Player173,Triager,-0.020346089162558,0,-0.198550152343699,46,29,33,14.700011,224.25017,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
65,2020-06-10T19:07:19.100Z,Player173,Triager,0.410800731198833,0,-0.118294092186915,47,29,32,12.000011,257.55017,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
66,2020-06-10T19:07:19.509Z,Player173,Triager,0.430537192699831,0,-0.030098344532007,49,29,31,2.1000109,265.95016,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
67,2020-06-10T19:07:20.018Z,Player173,Triager,-0.26401645695978,0,-0.412938711140839,49,29,31,6.750012,61.200104,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
68,2020-06-10T19:07:20.555Z,Player173,Triager,-0.323061922251782,0,0.242907190059441,47,29,31,7.950012,40.200104,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
69,2020-06-10T19:07:21.072Z,Player173,Triager,-0.06065263688879,0,0.207065714122365,46,29,33,13.950012,15.450104,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
70,2020-06-10T19:07:21.582Z,Player173,Triager,0,0,0,46,29,35,23.550009,12.9001465,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
71,2020-06-10T19:07:22.091Z,Player173,Triager,0.091268464619589,0,-0.322904434906633,46,29,34,17.100006,147.4502,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
72,2020-06-10T19:07:22.600Z,Player173,Triager,-0.396472299211382,0,-0.46111448887217,45,29,32,12.300006,180.75018,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
73,2020-06-10T19:07:23.007Z,Player173,Triager,0,0,-0.215466677961899,45,29,31,18.750006,164.55017,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
74,2020-06-10T19:07:23.517Z,Player173,Triager,0.186248747231275,0,-0.039928105557323,46,29,31,30.300005,233.10016,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
75,2020-06-10T19:07:24.027Z,Player173,Triager,-0.201888599146969,0,0.040613080250637,45,29,32,11.7000065,79.200195,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
76,2020-06-10T19:07:24.535Z,Player173,Triager,-0.582718829878104,0,0.27893179015345,43,29,33,16.950006,59.85022,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
77,2020-06-10T19:07:25.048Z,Player173,Triager,0,0,0,42,29,32,27.600006,32.10022,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
78,2020-06-10T19:07:25.557Z,Player173,Triager,0,0,0,42,29,32,23.250006,36.900177,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
79,2020-06-10T19:07:26.066Z,Player173,Triager,0.15055564919794,0,-0.093095567199754,43,29,32,19.800005,289.35016,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
80,2020-06-10T19:07:26.574Z,Player173,Triager,0.205313111003761,0,0.05736211044578,45,29,32,18.000006,286.95016,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
81,2020-06-10T19:07:27.084Z,Player173,Triager,0.492293393254386,0,-0.322388516214374,47,29,32,12.000006,263.7002,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
82,2020-06-10T19:07:27.593Z,Player173,Triager,0.034647249422051,0,-0.004360393031277,48,29,32,12.000006,264.75015,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
83,2020-06-10T19:07:28.102Z,Player173,Triager,0,0,0,49,29,32,12.000006,264.75015,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
84,2020-06-10T19:07:28.516Z,Player173,Triager,0,0,0,49,29,32,12.750005,267.00012,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
85,2020-06-10T19:07:29.028Z,Player173,Triager,0,0,0,49,29,32,12.750005,267.00012,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
86,2020-06-10T19:07:29.539Z,Player173,Triager,0,0,0,49,29,32,12.750005,267.00012,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
87,2020-06-10T19:07:30.047Z,Player173,Triager,0,0,0,49,29,32,12.750005,267.00012,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
88,2020-06-10T19:07:30.557Z,Player173,Triager,0,0,0,49,29,32,12.750005,267.00012,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
89,2020-06-10T19:07:31.094Z,Player173,Triager,0,0,0,49,29,32,12.750005,267.00012,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
90,2020-06-10T19:07:31.501Z,Player173,Triager,0,0,0,49,29,32,12.750005,267.00012,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
91,2020-06-10T19:07:32.010Z,Player173,Triager,0,0,0,49,29,32,12.750005,267.00012,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
92,2020-06-10T19:07:32.521Z,Player173,Triager,-0.302660440695035,0,-0.115832715669939,48,29,31,9.900006,275.10016,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
93,2020-06-10T19:07:33.030Z,Player173,Triager,0.40763138516013,0,0.070050689465973,49,29,31,8.400006,282.00012,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
94,2020-06-10T19:07:33.542Z,Player173,Triager,0.109975621259309,0,-0.319260280724564,49,29,31,10.800006,113.700165,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
95,2020-06-10T19:07:34.050Z,Player173,Triager,-0.386953641291257,0,-0.101095004737289,48,29,31,8.550006,68.40018,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
96,2020-06-10T19:07:34.558Z,Player173,Triager,-0.124407498684832,0,0.363964964050012,46,29,31,10.2000065,38.10013,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
97,2020-06-10T19:07:35.066Z,Player173,Triager,-0.369565557908572,0,0.171435791151538,45,29,32,11.7000065,50.10013,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
98,2020-06-10T19:07:35.575Z,Player173,Triager,-0.276236816750952,0,0.18663791689761,43,29,34,16.950005,66.150116,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
99,2020-06-10T19:07:36.085Z,Player173,Triager,0,0,0,43,29,34,19.050003,72.75012,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
100,2020-06-10T19:07:36.593Z,Player173,Triager,-0.115586229157088,0,-0.35920359026278,43,29,33,19.500002,70.50012,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
101,2020-06-10T19:07:37Z,Player173,Triager,-0.010359964515374,0,-0.028593513399642,42,29,32,18.450003,45.900116,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,False,None
