,@timestamp,player_ID,Room_in,num_victims,victim_0_id,victim_1_id,victim_2_id,victim_0_color,victim_1_color,victim_2_color,victim_0_in_FOV,victim_1_in_FOV,victim_2_in_FOV,victim_0_in_triage_pos,victim_1_in_triage_pos,victim_2_in_triage_pos,victim_in_crosshair_id,victim_in_cross_hair_color,event_triage_victim_id,triage_in_progress,triage_result,sensor_state
20,2020-06-10T21:26:45.427Z,K_Fuse,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
21,2020-06-10T21:26:45.940Z,K_Fuse,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
22,2020-06-10T21:26:46.453Z,K_Fuse,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
23,2020-06-10T21:26:46.967Z,K_Fuse,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
24,2020-06-10T21:26:47.479Z,K_Fuse,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
25,2020-06-10T21:26:47.995Z,K_Fuse,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
26,2020-06-10T21:26:48.404Z,K_Fuse,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
27,2020-06-10T21:26:48.914Z,K_Fuse,BH2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
28,2020-06-10T21:26:49.424Z,K_Fuse,BH2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
29,2020-06-10T21:26:49.935Z,K_Fuse,BH2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
30,2020-06-10T21:26:50.448Z,K_Fuse,BH2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
31,2020-06-10T21:26:50.961Z,K_Fuse,BH2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
32,2020-06-10T21:26:51.475Z,K_Fuse,BH2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
33,2020-06-10T21:26:51.901Z,K_Fuse,BH2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
34,2020-06-10T21:26:52.415Z,K_Fuse,BH2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
35,2020-06-10T21:26:52.940Z,K_Fuse,BH2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
36,2020-06-10T21:26:53.453Z,K_Fuse,BH2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
37,2020-06-10T21:26:53.967Z,K_Fuse,BH2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,Event:Woof
38,2020-06-10T21:26:54.481Z,K_Fuse,BH1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
39,2020-06-10T21:26:54.945Z,K_Fuse,BH1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
40,2020-06-10T21:26:55.458Z,K_Fuse,BH1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
41,2020-06-10T21:26:55.969Z,K_Fuse,BH1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
42,2020-06-10T21:26:56.478Z,K_Fuse,BH1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
43,2020-06-10T21:26:56.995Z,K_Fuse,BH1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,Event:Woof
44,2020-06-10T21:26:57.412Z,K_Fuse,XHC,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
45,2020-06-10T21:26:57.935Z,K_Fuse,XHC,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
46,2020-06-10T21:26:58.446Z,K_Fuse,XHC,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
47,2020-06-10T21:26:58.960Z,K_Fuse,XHL1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
48,2020-06-10T21:26:59.480Z,K_Fuse,XHL1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
49,2020-06-10T21:26:59.992Z,K_Fuse,XHL1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
50,2020-06-10T21:27:00.400Z,K_Fuse,XHL1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
51,2020-06-10T21:27:00.910Z,K_Fuse,XHL2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
52,2020-06-10T21:27:01.420Z,K_Fuse,XHL2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
53,2020-06-10T21:27:01.522Z,K_Fuse,XHL2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
54,2020-06-10T21:27:02.442Z,K_Fuse,XHL2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
55,2020-06-10T21:27:02.955Z,K_Fuse,XHL2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
56,2020-06-10T21:27:03.466Z,K_Fuse,LH1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
57,2020-06-10T21:27:03.977Z,K_Fuse,LH1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
58,2020-06-10T21:27:04.486Z,K_Fuse,LH1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
59,2020-06-10T21:27:04.996Z,K_Fuse,LH1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
60,2020-06-10T21:27:05.403Z,K_Fuse,LH2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
61,2020-06-10T21:27:05.914Z,K_Fuse,LH2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
62,2020-06-10T21:27:06.423Z,K_Fuse,LH3,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,Event:Woof
63,2020-06-10T21:27:06.932Z,K_Fuse,LH4,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
64,2020-06-10T21:27:07.441Z,K_Fuse,LH4,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
65,2020-06-10T21:27:07.951Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,True,False,True,True,False,False,9,Green,None,False,None,None
66,2020-06-10T21:27:08.462Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,True,True,False,True,False,10,Green,None,False,None,None
67,2020-06-10T21:27:08.972Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,True,True,False,True,False,10,Green,None,False,None,None
68,2020-06-10T21:27:09.481Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,None,False,None,None
69,2020-06-10T21:27:09.991Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,None,False,None,None
70,2020-06-10T21:27:10.399Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,None,False,None,None
71,2020-06-10T21:27:10.910Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,None,False,None,None
72,2020-06-10T21:27:11.420Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
73,2020-06-10T21:27:11.931Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
74,2020-06-10T21:27:12.442Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
75,2020-06-10T21:27:12.952Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
76,2020-06-10T21:27:13.463Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
77,2020-06-10T21:27:13.972Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
78,2020-06-10T21:27:14.482Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
79,2020-06-10T21:27:14.992Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
80,2020-06-10T21:27:15.400Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
81,2020-06-10T21:27:15.909Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
82,2020-06-10T21:27:16.420Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
83,2020-06-10T21:27:16.522Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
84,2020-06-10T21:27:17.439Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
85,2020-06-10T21:27:17.948Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
86,2020-06-10T21:27:18.457Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
87,2020-06-10T21:27:18.966Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
88,2020-06-10T21:27:19.475Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
89,2020-06-10T21:27:19.984Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
90,2020-06-10T21:27:20.494Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
91,2020-06-10T21:27:20.902Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
92,2020-06-10T21:27:21.412Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
93,2020-06-10T21:27:21.616Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
94,2020-06-10T21:27:22.431Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
95,2020-06-10T21:27:22.940Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
96,2020-06-10T21:27:23.450Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
97,2020-06-10T21:27:23.959Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
98,2020-06-10T21:27:24.469Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
99,2020-06-10T21:27:24.977Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
100,2020-06-10T21:27:25.488Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
101,2020-06-10T21:27:25.997Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
102,2020-06-10T21:27:26.404Z,K_Fuse,207,3,9,10,11,Green,Green,Gold,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
103,2020-06-10T21:27:26.608Z,K_Fuse,207,3,9,10,11,Green,Green,White,False,False,True,False,False,True,11,Gold,11,True,SUCCESSFUL,None
104,2020-06-10T21:27:27.424Z,K_Fuse,207,3,9,10,11,Green,Green,White,True,False,False,False,False,False,None,None,None,False,None,None
105,2020-06-10T21:27:27.933Z,K_Fuse,207,3,9,10,11,Green,Green,White,False,False,True,False,False,True,11,Gold,None,False,None,None
106,2020-06-10T21:27:28.449Z,K_Fuse,207,3,9,10,11,Green,Green,White,False,False,False,False,False,False,None,None,None,False,None,None
107,2020-06-10T21:27:28.960Z,K_Fuse,207,3,9,10,11,Green,Green,White,False,False,True,False,False,True,11,Gold,None,False,None,None
108,2020-06-10T21:27:29.470Z,K_Fuse,207,3,9,10,11,Green,Green,White,False,False,False,False,False,False,None,None,None,False,None,None
109,2020-06-10T21:27:29.979Z,K_Fuse,207,3,9,10,11,Green,Green,White,False,False,True,False,False,True,11,Gold,None,False,None,None
110,2020-06-10T21:27:30.489Z,K_Fuse,207,3,9,10,11,Green,Green,White,False,True,False,False,False,False,None,None,None,False,None,None
111,2020-06-10T21:27:30.998Z,K_Fuse,207,3,9,10,11,Green,Green,White,False,True,False,False,False,False,None,None,None,False,None,None
112,2020-06-10T21:27:31.410Z,K_Fuse,207,3,9,10,11,Green,Green,White,False,True,False,False,True,False,10,Green,None,False,None,None
113,2020-06-10T21:27:31.615Z,K_Fuse,207,3,9,10,11,Green,Green,White,False,False,False,False,False,False,None,None,None,False,None,None
114,2020-06-10T21:27:32.438Z,K_Fuse,LH4,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
115,2020-06-10T21:27:32.950Z,K_Fuse,LH4,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
116,2020-06-10T21:27:33.460Z,K_Fuse,LH4,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,Event:Woof
117,2020-06-10T21:27:33.970Z,K_Fuse,LH4,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
118,2020-06-10T21:27:34.483Z,K_Fuse,LH3,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
119,2020-06-10T21:27:34.997Z,K_Fuse,LH3,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
120,2020-06-10T21:27:35.407Z,K_Fuse,LH3,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
121,2020-06-10T21:27:35.917Z,K_Fuse,205,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
122,2020-06-10T21:27:36.426Z,K_Fuse,205,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
123,2020-06-10T21:27:36.934Z,K_Fuse,205,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
124,2020-06-10T21:27:37.448Z,K_Fuse,205,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
125,2020-06-10T21:27:37.960Z,K_Fuse,205,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
126,2020-06-10T21:27:38.470Z,K_Fuse,205,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
127,2020-06-10T21:27:38.979Z,K_Fuse,205,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
128,2020-06-10T21:27:39.488Z,K_Fuse,205,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
129,2020-06-10T21:27:39.998Z,K_Fuse,205,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
130,2020-06-10T21:27:40.409Z,K_Fuse,205,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
131,2020-06-10T21:27:40.922Z,K_Fuse,LH3,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
132,2020-06-10T21:27:41.433Z,K_Fuse,LH3,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
133,2020-06-10T21:27:41.535Z,K_Fuse,LH3,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
134,2020-06-10T21:27:42.458Z,K_Fuse,LH2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
135,2020-06-10T21:27:42.973Z,K_Fuse,LH2d,1,8,None,None,Green,None,None,True,False,False,False,False,False,None,None,None,False,None,None
136,2020-06-10T21:27:43.484Z,K_Fuse,LH2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
137,2020-06-10T21:27:43.995Z,K_Fuse,LH2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,Event:Woof
138,2020-06-10T21:27:44.408Z,K_Fuse,LH1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
139,2020-06-10T21:27:44.921Z,K_Fuse,LH1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
140,2020-06-10T21:27:45.434Z,K_Fuse,LH1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
141,2020-06-10T21:27:45.947Z,K_Fuse,LH1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
142,2020-06-10T21:27:46.458Z,K_Fuse,LH1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
143,2020-06-10T21:27:46.969Z,K_Fuse,XHL2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
144,2020-06-10T21:27:47.478Z,K_Fuse,XHL2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
145,2020-06-10T21:27:47.988Z,K_Fuse,XHL2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
146,2020-06-10T21:27:48.498Z,K_Fuse,XHL2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
147,2020-06-10T21:27:48.905Z,K_Fuse,201,2,6,7,None,Green,Green,None,True,True,False,True,False,False,6,Green,None,False,None,None
148,2020-06-10T21:27:49.416Z,K_Fuse,201,2,6,7,None,Green,Green,None,False,False,False,False,False,False,None,None,None,False,None,None
149,2020-06-10T21:27:49.925Z,K_Fuse,201,2,6,7,None,Green,Green,None,False,False,False,False,False,False,None,None,None,False,None,Event:Woof
150,2020-06-10T21:27:50.434Z,K_Fuse,201,2,6,7,None,Green,Green,None,True,True,False,True,True,False,6,Green,None,False,None,None
151,2020-06-10T21:27:50.943Z,K_Fuse,201,2,6,7,None,Green,Green,None,True,True,False,True,True,False,6,Green,None,False,None,None
152,2020-06-10T21:27:51.452Z,K_Fuse,201,2,6,7,None,Green,Green,None,True,False,False,True,False,False,6,Green,None,False,None,None
153,2020-06-10T21:27:51.656Z,K_Fuse,201,2,6,7,None,Green,Green,None,True,False,False,True,False,False,6,Green,None,False,None,None
154,2020-06-10T21:27:52.472Z,K_Fuse,201,2,6,7,None,Green,Green,None,False,False,False,False,False,False,None,None,None,False,None,None
155,2020-06-10T21:27:52.982Z,K_Fuse,201,2,6,7,None,Green,Green,None,False,False,False,False,False,False,None,None,None,False,None,None
156,2020-06-10T21:27:53.491Z,K_Fuse,201,2,6,7,None,Green,Green,None,False,True,False,False,True,False,7,Green,None,False,None,None
157,2020-06-10T21:27:53.901Z,K_Fuse,201,2,6,7,None,Green,Green,None,False,True,False,False,True,False,7,Green,None,False,None,None
158,2020-06-10T21:27:54.411Z,K_Fuse,201,2,6,7,None,Green,Green,None,False,False,False,False,False,False,None,None,None,False,None,Event:Woof
159,2020-06-10T21:27:54.920Z,K_Fuse,201,2,6,7,None,Green,Green,None,False,False,False,False,False,False,None,None,None,False,None,None
160,2020-06-10T21:27:55.430Z,K_Fuse,201,2,6,7,None,Green,Green,None,False,False,False,False,False,False,None,None,None,False,None,None
161,2020-06-10T21:27:55.940Z,K_Fuse,201,2,6,7,None,Green,Green,None,False,False,False,False,False,False,None,None,None,False,None,None
162,2020-06-10T21:27:56.449Z,K_Fuse,201,2,6,7,None,Green,Green,None,False,False,False,False,False,False,None,None,None,False,None,None
163,2020-06-10T21:27:56.755Z,K_Fuse,201,2,6,7,None,Green,Green,None,False,False,False,False,False,False,None,None,None,False,None,None
164,2020-06-10T21:27:57.471Z,K_Fuse,XHL2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
165,2020-06-10T21:27:57.981Z,K_Fuse,XHL2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,Event:Woof
166,2020-06-10T21:27:58.491Z,K_Fuse,XHL2,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
167,2020-06-10T21:27:58.901Z,K_Fuse,XHL1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
168,2020-06-10T21:27:59.417Z,K_Fuse,XHL1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
169,2020-06-10T21:27:59.929Z,K_Fuse,XHL1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
170,2020-06-10T21:28:00.442Z,K_Fuse,XHL1,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
171,2020-06-10T21:28:00.951Z,K_Fuse,RJ,1,5,None,None,Gold,None,None,True,False,False,True,False,False,5,Gold,None,False,None,None
172,2020-06-10T21:28:01.461Z,K_Fuse,RJ,1,5,None,None,Gold,None,None,True,False,False,True,False,False,5,Gold,None,False,None,Event:Woof
173,2020-06-10T21:28:01.970Z,K_Fuse,RJ,1,5,None,None,Gold,None,None,True,False,False,True,False,False,5,Gold,None,False,None,None
174,2020-06-10T21:28:02.481Z,K_Fuse,RJ,1,5,None,None,Gold,None,None,False,False,False,False,False,False,None,None,None,False,None,None
175,2020-06-10T21:28:02.990Z,K_Fuse,RJ,1,5,None,None,Gold,None,None,False,False,False,False,False,False,None,None,None,False,None,None
176,2020-06-10T21:28:03.398Z,K_Fuse,RJ,1,5,None,None,Gold,None,None,False,False,False,False,False,False,None,None,None,False,None,None
177,2020-06-10T21:28:03.908Z,K_Fuse,RJ,1,5,None,None,Gold,None,None,False,False,False,False,False,False,None,None,None,False,None,None
178,2020-06-10T21:28:04.418Z,K_Fuse,RJ,1,5,None,None,Gold,None,None,True,False,False,True,False,False,5,Gold,5,True,SUCCESSFUL,None
179,2020-06-10T21:28:04.928Z,K_Fuse,RJ,1,5,None,None,Gold,None,None,True,False,False,True,False,False,5,Gold,5,True,SUCCESSFUL,None
180,2020-06-10T21:28:05.441Z,K_Fuse,RJ,1,5,None,None,Gold,None,None,True,False,False,True,False,False,5,Gold,5,True,SUCCESSFUL,None
181,2020-06-10T21:28:05.950Z,K_Fuse,RJ,1,5,None,None,Gold,None,None,True,False,False,True,False,False,5,Gold,5,True,SUCCESSFUL,None
182,2020-06-10T21:28:06.474Z,K_Fuse,RJ,1,5,None,None,Gold,None,None,True,False,False,True,False,False,5,Gold,5,True,SUCCESSFUL,None
183,2020-06-10T21:28:06.988Z,K_Fuse,RJ,1,5,None,None,Gold,None,None,True,False,False,True,False,False,5,Gold,5,True,SUCCESSFUL,None
184,2020-06-10T21:28:07.498Z,K_Fuse,RJ,1,5,None,None,Gold,None,None,True,False,False,True,False,False,5,Gold,5,True,SUCCESSFUL,None
185,2020-06-10T21:28:07.908Z,K_Fuse,RJ,1,5,None,None,Gold,None,None,True,False,False,True,False,False,5,Gold,5,True,SUCCESSFUL,None
186,2020-06-10T21:28:08.423Z,K_Fuse,RJ,1,5,None,None,Gold,None,None,True,False,False,True,False,False,5,Gold,5,True,SUCCESSFUL,None
187,2020-06-10T21:28:08.938Z,K_Fuse,RJ,1,5,None,None,Gold,None,None,True,False,False,True,False,False,5,Gold,5,True,SUCCESSFUL,None
188,2020-06-10T21:28:09.450Z,K_Fuse,RJ,1,5,None,None,Gold,None,None,True,False,False,True,False,False,5,Gold,5,True,SUCCESSFUL,None
189,2020-06-10T21:28:09.961Z,K_Fuse,RJ,1,5,None,None,Gold,None,None,True,False,False,True,False,False,5,Gold,5,True,SUCCESSFUL,None
190,2020-06-10T21:28:10.471Z,K_Fuse,RJ,1,5,None,None,Gold,None,None,True,False,False,True,False,False,5,Gold,5,True,SUCCESSFUL,None
